,MTU (CET/CEST),Area,Actual Total Load (MW),Day-ahead Total Load Forecast (MW),start_time
2489,13/04/2024 18:00 - 13/04/2024 19:00,BZN|FR,38888.0,38750.0,2024-04-13 18:00:00
2490,13/04/2024 19:00 - 13/04/2024 20:00,BZN|FR,39913.0,41150.0,2024-04-13 19:00:00
2491,13/04/2024 20:00 - 13/04/2024 21:00,BZN|FR,39677.0,41500.0,2024-04-13 20:00:00
2492,13/04/2024 21:00 - 13/04/2024 22:00,BZN|FR,40088.0,41250.0,2024-04-13 21:00:00
2493,13/04/2024 22:00 - 13/04/2024 23:00,BZN|FR,41057.0,41250.0,2024-04-13 22:00:00
2494,13/04/2024 23:00 - 14/04/2024 00:00,BZN|FR,41648.0,43050.0,2024-04-13 23:00:00
2495,14/04/2024 00:00 - 14/04/2024 01:00,BZN|FR,39400.0,40900.0,2024-04-14 00:00:00
2496,14/04/2024 01:00 - 14/04/2024 02:00,BZN|FR,37210.0,38100.0,2024-04-14 01:00:00
2497,14/04/2024 02:00 - 14/04/2024 03:00,BZN|FR,35522.0,36750.0,2024-04-14 02:00:00
2498,14/04/2024 03:00 - 14/04/2024 04:00,BZN|FR,33330.0,33950.0,2024-04-14 03:00:00
2499,14/04/2024 04:00 - 14/04/2024 05:00,BZN|FR,31900.0,32150.0,2024-04-14 04:00:00
2500,14/04/2024 05:00 - 14/04/2024 06:00,BZN|FR,31942.0,31850.0,2024-04-14 05:00:00
2501,14/04/2024 06:00 - 14/04/2024 07:00,BZN|FR,32473.0,32700.0,2024-04-14 06:00:00
2502,14/04/2024 07:00 - 14/04/2024 08:00,BZN|FR,32950.0,33200.0,2024-04-14 07:00:00
2503,14/04/2024 08:00 - 14/04/2024 09:00,BZN|FR,34745.0,34700.0,2024-04-14 08:00:00
2504,14/04/2024 09:00 - 14/04/2024 10:00,BZN|FR,37350.0,36950.0,2024-04-14 09:00:00
2505,14/04/2024 10:00 - 14/04/2024 11:00,BZN|FR,38987.0,38200.0,2024-04-14 10:00:00
2506,14/04/2024 11:00 - 14/04/2024 12:00,BZN|FR,40375.0,40150.0,2024-04-14 11:00:00
2507,14/04/2024 12:00 - 14/04/2024 13:00,BZN|FR,42451.0,42100.0,2024-04-14 12:00:00
2508,14/04/2024 13:00 - 14/04/2024 14:00,BZN|FR,41149.0,42250.0,2024-04-14 13:00:00
2509,14/04/2024 14:00 - 14/04/2024 15:00,BZN|FR,38261.0,39350.0,2024-04-14 14:00:00
2510,14/04/2024 15:00 - 14/04/2024 16:00,BZN|FR,36662.0,37750.0,2024-04-14 15:00:00
2511,14/04/2024 16:00 - 14/04/2024 17:00,BZN|FR,35748.0,36500.0,2024-04-14 16:00:00
2512,14/04/2024 17:00 - 14/04/2024 18:00,BZN|FR,41641.0,36450.0,2024-04-14 17:00:00
2513,14/04/2024 18:00 - 14/04/2024 19:00,BZN|FR,37795.0,38750.0,2024-04-14 18:00:00
2514,14/04/2024 19:00 - 14/04/2024 20:00,BZN|FR,40255.0,42050.0,2024-04-14 19:00:00
2515,14/04/2024 20:00 - 14/04/2024 21:00,BZN|FR,40665.0,42450.0,2024-04-14 20:00:00
2516,14/04/2024 21:00 - 14/04/2024 22:00,BZN|FR,40776.0,42000.0,2024-04-14 21:00:00
2517,14/04/2024 22:00 - 14/04/2024 23:00,BZN|FR,41385.0,41250.0,2024-04-14 22:00:00
2518,14/04/2024 23:00 - 15/04/2024 00:00,BZN|FR,41322.0,43050.0,2024-04-14 23:00:00
2519,15/04/2024 00:00 - 15/04/2024 01:00,BZN|FR,39094.0,40250.0,2024-04-15 00:00:00
2520,15/04/2024 01:00 - 15/04/2024 02:00,BZN|FR,36914.0,38150.0,2024-04-15 01:00:00
2521,15/04/2024 02:00 - 15/04/2024 03:00,BZN|FR,35576.0,37500.0,2024-04-15 02:00:00
2522,15/04/2024 03:00 - 15/04/2024 04:00,BZN|FR,33617.0,35200.0,2024-04-15 03:00:00
2523,15/04/2024 04:00 - 15/04/2024 05:00,BZN|FR,32924.0,34300.0,2024-04-15 04:00:00
2524,15/04/2024 05:00 - 15/04/2024 06:00,BZN|FR,35305.0,36300.0,2024-04-15 05:00:00
2525,15/04/2024 06:00 - 15/04/2024 07:00,BZN|FR,39731.0,40600.0,2024-04-15 06:00:00
2526,15/04/2024 07:00 - 15/04/2024 08:00,BZN|FR,43400.0,44850.0,2024-04-15 07:00:00
2527,15/04/2024 08:00 - 15/04/2024 09:00,BZN|FR,46307.0,48200.0,2024-04-15 08:00:00
2528,15/04/2024 09:00 - 15/04/2024 10:00,BZN|FR,47555.0,50450.0,2024-04-15 09:00:00
2529,15/04/2024 10:00 - 15/04/2024 11:00,BZN|FR,47440.0,51250.0,2024-04-15 10:00:00
2530,15/04/2024 11:00 - 15/04/2024 12:00,BZN|FR,48384.0,51800.0,2024-04-15 11:00:00
2531,15/04/2024 12:00 - 15/04/2024 13:00,BZN|FR,49052.0,52150.0,2024-04-15 12:00:00
2532,15/04/2024 13:00 - 15/04/2024 14:00,BZN|FR,47778.0,51650.0,2024-04-15 13:00:00
2533,15/04/2024 14:00 - 15/04/2024 15:00,BZN|FR,45421.0,48900.0,2024-04-15 14:00:00
2534,15/04/2024 15:00 - 15/04/2024 16:00,BZN|FR,44138.0,47550.0,2024-04-15 15:00:00
2535,15/04/2024 16:00 - 15/04/2024 17:00,BZN|FR,43348.0,46500.0,2024-04-15 16:00:00
2536,15/04/2024 17:00 - 15/04/2024 18:00,BZN|FR,42890.0,45900.0,2024-04-15 17:00:00
2537,15/04/2024 18:00 - 15/04/2024 19:00,BZN|FR,43643.0,47250.0,2024-04-15 18:00:00
2538,15/04/2024 19:00 - 15/04/2024 20:00,BZN|FR,45219.0,50150.0,2024-04-15 19:00:00
2539,15/04/2024 20:00 - 15/04/2024 21:00,BZN|FR,44899.0,49950.0,2024-04-15 20:00:00
2540,15/04/2024 21:00 - 15/04/2024 22:00,BZN|FR,45906.0,48100.0,2024-04-15 21:00:00
2541,15/04/2024 22:00 - 15/04/2024 23:00,BZN|FR,46265.0,46900.0,2024-04-15 22:00:00
2542,15/04/2024 23:00 - 16/04/2024 00:00,BZN|FR,46045.0,47800.0,2024-04-15 23:00:00
2543,16/04/2024 00:00 - 16/04/2024 01:00,BZN|FR,43480.0,43650.0,2024-04-16 00:00:00
2544,16/04/2024 01:00 - 16/04/2024 02:00,BZN|FR,41500.0,40450.0,2024-04-16 01:00:00
2545,16/04/2024 02:00 - 16/04/2024 03:00,BZN|FR,40551.0,39150.0,2024-04-16 02:00:00
2546,16/04/2024 03:00 - 16/04/2024 04:00,BZN|FR,38375.0,37200.0,2024-04-16 03:00:00
2547,16/04/2024 04:00 - 16/04/2024 05:00,BZN|FR,37840.0,36000.0,2024-04-16 04:00:00
2548,16/04/2024 05:00 - 16/04/2024 06:00,BZN|FR,39898.0,38000.0,2024-04-16 05:00:00
2549,16/04/2024 06:00 - 16/04/2024 07:00,BZN|FR,44070.0,42000.0,2024-04-16 06:00:00
2550,16/04/2024 07:00 - 16/04/2024 08:00,BZN|FR,48006.0,46750.0,2024-04-16 07:00:00
2551,16/04/2024 08:00 - 16/04/2024 09:00,BZN|FR,50519.0,49700.0,2024-04-16 08:00:00
2552,16/04/2024 09:00 - 16/04/2024 10:00,BZN|FR,51852.0,51450.0,2024-04-16 09:00:00
2553,16/04/2024 10:00 - 16/04/2024 11:00,BZN|FR,51915.0,51200.0,2024-04-16 10:00:00
2554,16/04/2024 11:00 - 16/04/2024 12:00,BZN|FR,51576.0,51800.0,2024-04-16 11:00:00
2555,16/04/2024 12:00 - 16/04/2024 13:00,BZN|FR,52231.0,51900.0,2024-04-16 12:00:00
2556,16/04/2024 13:00 - 16/04/2024 14:00,BZN|FR,51283.0,51850.0,2024-04-16 13:00:00
2557,16/04/2024 14:00 - 16/04/2024 15:00,BZN|FR,49166.0,49500.0,2024-04-16 14:00:00
2558,16/04/2024 15:00 - 16/04/2024 16:00,BZN|FR,47443.0,47150.0,2024-04-16 15:00:00
2559,16/04/2024 16:00 - 16/04/2024 17:00,BZN|FR,46136.0,45450.0,2024-04-16 16:00:00
2560,16/04/2024 17:00 - 16/04/2024 18:00,BZN|FR,45672.0,43700.0,2024-04-16 17:00:00
2561,16/04/2024 18:00 - 16/04/2024 19:00,BZN|FR,47083.0,45450.0,2024-04-16 18:00:00
2562,16/04/2024 19:00 - 16/04/2024 20:00,BZN|FR,49430.0,49200.0,2024-04-16 19:00:00
2563,16/04/2024 20:00 - 16/04/2024 21:00,BZN|FR,49067.0,49850.0,2024-04-16 20:00:00
2564,16/04/2024 21:00 - 16/04/2024 22:00,BZN|FR,48306.0,48150.0,2024-04-16 21:00:00
2565,16/04/2024 22:00 - 16/04/2024 23:00,BZN|FR,48719.0,48000.0,2024-04-16 22:00:00
2566,16/04/2024 23:00 - 17/04/2024 00:00,BZN|FR,48569.0,48400.0,2024-04-16 23:00:00
2567,17/04/2024 00:00 - 17/04/2024 01:00,BZN|FR,45938.0,47600.0,2024-04-17 00:00:00
2568,17/04/2024 01:00 - 17/04/2024 02:00,BZN|FR,43709.0,45100.0,2024-04-17 01:00:00
2569,17/04/2024 02:00 - 17/04/2024 03:00,BZN|FR,42578.0,44150.0,2024-04-17 02:00:00
2570,17/04/2024 03:00 - 17/04/2024 04:00,BZN|FR,41061.0,42000.0,2024-04-17 03:00:00
2571,17/04/2024 04:00 - 17/04/2024 05:00,BZN|FR,40658.0,41150.0,2024-04-17 04:00:00
2572,17/04/2024 05:00 - 17/04/2024 06:00,BZN|FR,42642.0,42600.0,2024-04-17 05:00:00
2573,17/04/2024 06:00 - 17/04/2024 07:00,BZN|FR,46816.0,46500.0,2024-04-17 06:00:00
2574,17/04/2024 07:00 - 17/04/2024 08:00,BZN|FR,50804.0,50550.0,2024-04-17 07:00:00
2575,17/04/2024 08:00 - 17/04/2024 09:00,BZN|FR,53468.0,53600.0,2024-04-17 08:00:00
2576,17/04/2024 09:00 - 17/04/2024 10:00,BZN|FR,54139.0,54850.0,2024-04-17 09:00:00
2577,17/04/2024 10:00 - 17/04/2024 11:00,BZN|FR,53538.0,54350.0,2024-04-17 10:00:00
2578,17/04/2024 11:00 - 17/04/2024 12:00,BZN|FR,53715.0,53950.0,2024-04-17 11:00:00
2579,17/04/2024 12:00 - 17/04/2024 13:00,BZN|FR,53956.0,54200.0,2024-04-17 12:00:00
2580,17/04/2024 13:00 - 17/04/2024 14:00,BZN|FR,52378.0,53650.0,2024-04-17 13:00:00
2581,17/04/2024 14:00 - 17/04/2024 15:00,BZN|FR,51023.0,51250.0,2024-04-17 14:00:00
2582,17/04/2024 15:00 - 17/04/2024 16:00,BZN|FR,49425.0,49650.0,2024-04-17 15:00:00
2583,17/04/2024 16:00 - 17/04/2024 17:00,BZN|FR,48464.0,48600.0,2024-04-17 16:00:00
2584,17/04/2024 17:00 - 17/04/2024 18:00,BZN|FR,48033.0,48000.0,2024-04-17 17:00:00
2585,17/04/2024 18:00 - 17/04/2024 19:00,BZN|FR,50676.0,50000.0,2024-04-17 18:00:00
2586,17/04/2024 19:00 - 17/04/2024 20:00,BZN|FR,52338.0,53450.0,2024-04-17 19:00:00
2587,17/04/2024 20:00 - 17/04/2024 21:00,BZN|FR,51782.0,52850.0,2024-04-17 20:00:00
