,MTU (CET/CEST),Area,Actual Total Load (MW),Day-ahead Total Load Forecast (MW),start_time
4826,20/07/2024 03:00 - 20/07/2024 04:00,BZN|FR,35877.0,35850.0,2024-07-20 03:00:00
4827,20/07/2024 04:00 - 20/07/2024 05:00,BZN|FR,34686.0,34350.0,2024-07-20 04:00:00
4828,20/07/2024 05:00 - 20/07/2024 06:00,BZN|FR,34683.0,34350.0,2024-07-20 05:00:00
4829,20/07/2024 06:00 - 20/07/2024 07:00,BZN|FR,34871.0,34600.0,2024-07-20 06:00:00
4830,20/07/2024 07:00 - 20/07/2024 08:00,BZN|FR,36113.0,35750.0,2024-07-20 07:00:00
4831,20/07/2024 08:00 - 20/07/2024 09:00,BZN|FR,38725.0,38050.0,2024-07-20 08:00:00
4832,20/07/2024 09:00 - 20/07/2024 10:00,BZN|FR,41532.0,41100.0,2024-07-20 09:00:00
4833,20/07/2024 10:00 - 20/07/2024 11:00,BZN|FR,43201.0,43950.0,2024-07-20 10:00:00
4834,20/07/2024 11:00 - 20/07/2024 12:00,BZN|FR,44335.0,45400.0,2024-07-20 11:00:00
4835,20/07/2024 12:00 - 20/07/2024 13:00,BZN|FR,46173.0,47250.0,2024-07-20 12:00:00
4836,20/07/2024 13:00 - 20/07/2024 14:00,BZN|FR,45968.0,48100.0,2024-07-20 13:00:00
4837,20/07/2024 14:00 - 20/07/2024 15:00,BZN|FR,44623.0,46900.0,2024-07-20 14:00:00
4838,20/07/2024 15:00 - 20/07/2024 16:00,BZN|FR,43753.0,46250.0,2024-07-20 15:00:00
4839,20/07/2024 16:00 - 20/07/2024 17:00,BZN|FR,43419.0,45300.0,2024-07-20 16:00:00
4840,20/07/2024 17:00 - 20/07/2024 18:00,BZN|FR,43114.0,44650.0,2024-07-20 17:00:00
4841,20/07/2024 18:00 - 20/07/2024 19:00,BZN|FR,43739.0,45250.0,2024-07-20 18:00:00
4842,20/07/2024 19:00 - 20/07/2024 20:00,BZN|FR,43685.0,45250.0,2024-07-20 19:00:00
4843,20/07/2024 20:00 - 20/07/2024 21:00,BZN|FR,42111.0,43450.0,2024-07-20 20:00:00
4844,20/07/2024 21:00 - 20/07/2024 22:00,BZN|FR,41586.0,41800.0,2024-07-20 21:00:00
4845,20/07/2024 22:00 - 20/07/2024 23:00,BZN|FR,43319.0,43300.0,2024-07-20 22:00:00
4846,20/07/2024 23:00 - 21/07/2024 00:00,BZN|FR,42935.0,45650.0,2024-07-20 23:00:00
4847,21/07/2024 00:00 - 21/07/2024 01:00,BZN|FR,39720.0,40600.0,2024-07-21 00:00:00
4848,21/07/2024 01:00 - 21/07/2024 02:00,BZN|FR,37403.0,37650.0,2024-07-21 01:00:00
4849,21/07/2024 02:00 - 21/07/2024 03:00,BZN|FR,35706.0,36350.0,2024-07-21 02:00:00
4850,21/07/2024 03:00 - 21/07/2024 04:00,BZN|FR,33471.0,33800.0,2024-07-21 03:00:00
4851,21/07/2024 04:00 - 21/07/2024 05:00,BZN|FR,32569.0,32550.0,2024-07-21 04:00:00
4852,21/07/2024 05:00 - 21/07/2024 06:00,BZN|FR,32198.0,32200.0,2024-07-21 05:00:00
4853,21/07/2024 06:00 - 21/07/2024 07:00,BZN|FR,31940.0,31800.0,2024-07-21 06:00:00
4854,21/07/2024 07:00 - 21/07/2024 08:00,BZN|FR,32820.0,32350.0,2024-07-21 07:00:00
4855,21/07/2024 08:00 - 21/07/2024 09:00,BZN|FR,34845.0,34450.0,2024-07-21 08:00:00
4856,21/07/2024 09:00 - 21/07/2024 10:00,BZN|FR,37215.0,37250.0,2024-07-21 09:00:00
4857,21/07/2024 10:00 - 21/07/2024 11:00,BZN|FR,38904.0,39800.0,2024-07-21 10:00:00
4858,21/07/2024 11:00 - 21/07/2024 12:00,BZN|FR,40101.0,42050.0,2024-07-21 11:00:00
4859,21/07/2024 12:00 - 21/07/2024 13:00,BZN|FR,41792.0,43400.0,2024-07-21 12:00:00
4860,21/07/2024 13:00 - 21/07/2024 14:00,BZN|FR,40337.0,43200.0,2024-07-21 13:00:00
4861,21/07/2024 14:00 - 21/07/2024 15:00,BZN|FR,39186.0,41150.0,2024-07-21 14:00:00
4862,21/07/2024 15:00 - 21/07/2024 16:00,BZN|FR,38271.0,40500.0,2024-07-21 15:00:00
4863,21/07/2024 16:00 - 21/07/2024 17:00,BZN|FR,37523.0,39650.0,2024-07-21 16:00:00
4864,21/07/2024 17:00 - 21/07/2024 18:00,BZN|FR,37545.0,39150.0,2024-07-21 17:00:00
4865,21/07/2024 18:00 - 21/07/2024 19:00,BZN|FR,38688.0,40250.0,2024-07-21 18:00:00
4866,21/07/2024 19:00 - 21/07/2024 20:00,BZN|FR,40050.0,41700.0,2024-07-21 19:00:00
4867,21/07/2024 20:00 - 21/07/2024 21:00,BZN|FR,39589.0,41350.0,2024-07-21 20:00:00
4868,21/07/2024 21:00 - 21/07/2024 22:00,BZN|FR,39473.0,40800.0,2024-07-21 21:00:00
4869,21/07/2024 22:00 - 21/07/2024 23:00,BZN|FR,41522.0,41350.0,2024-07-21 22:00:00
4870,21/07/2024 23:00 - 22/07/2024 00:00,BZN|FR,40812.0,43150.0,2024-07-21 23:00:00
4871,22/07/2024 00:00 - 22/07/2024 01:00,BZN|FR,37981.0,38800.0,2024-07-22 00:00:00
4872,22/07/2024 01:00 - 22/07/2024 02:00,BZN|FR,35780.0,35550.0,2024-07-22 01:00:00
4873,22/07/2024 02:00 - 22/07/2024 03:00,BZN|FR,34512.0,34500.0,2024-07-22 02:00:00
4874,22/07/2024 03:00 - 22/07/2024 04:00,BZN|FR,32985.0,32550.0,2024-07-22 03:00:00
4875,22/07/2024 04:00 - 22/07/2024 05:00,BZN|FR,32633.0,32100.0,2024-07-22 04:00:00
4876,22/07/2024 05:00 - 22/07/2024 06:00,BZN|FR,34545.0,33450.0,2024-07-22 05:00:00
4877,22/07/2024 06:00 - 22/07/2024 07:00,BZN|FR,37062.0,35400.0,2024-07-22 06:00:00
4878,22/07/2024 07:00 - 22/07/2024 08:00,BZN|FR,40427.0,38550.0,2024-07-22 07:00:00
4879,22/07/2024 08:00 - 22/07/2024 09:00,BZN|FR,43961.0,42000.0,2024-07-22 08:00:00
4880,22/07/2024 09:00 - 22/07/2024 10:00,BZN|FR,46180.0,44300.0,2024-07-22 09:00:00
4881,22/07/2024 10:00 - 22/07/2024 11:00,BZN|FR,47127.0,46050.0,2024-07-22 10:00:00
4882,22/07/2024 11:00 - 22/07/2024 12:00,BZN|FR,47866.0,47100.0,2024-07-22 11:00:00
4883,22/07/2024 12:00 - 22/07/2024 13:00,BZN|FR,48727.0,48100.0,2024-07-22 12:00:00
4884,22/07/2024 13:00 - 22/07/2024 14:00,BZN|FR,47992.0,48300.0,2024-07-22 13:00:00
4885,22/07/2024 14:00 - 22/07/2024 15:00,BZN|FR,47608.0,47100.0,2024-07-22 14:00:00
4886,22/07/2024 15:00 - 22/07/2024 16:00,BZN|FR,46680.0,46600.0,2024-07-22 15:00:00
4887,22/07/2024 16:00 - 22/07/2024 17:00,BZN|FR,45733.0,45450.0,2024-07-22 16:00:00
4888,22/07/2024 17:00 - 22/07/2024 18:00,BZN|FR,45375.0,44650.0,2024-07-22 17:00:00
4889,22/07/2024 18:00 - 22/07/2024 19:00,BZN|FR,46228.0,45200.0,2024-07-22 18:00:00
4890,22/07/2024 19:00 - 22/07/2024 20:00,BZN|FR,46869.0,46950.0,2024-07-22 19:00:00
4891,22/07/2024 20:00 - 22/07/2024 21:00,BZN|FR,44853.0,45200.0,2024-07-22 20:00:00
4892,22/07/2024 21:00 - 22/07/2024 22:00,BZN|FR,43538.0,43200.0,2024-07-22 21:00:00
4893,22/07/2024 22:00 - 22/07/2024 23:00,BZN|FR,45156.0,44400.0,2024-07-22 22:00:00
4894,22/07/2024 23:00 - 23/07/2024 00:00,BZN|FR,44213.0,45100.0,2024-07-22 23:00:00
4895,23/07/2024 00:00 - 23/07/2024 01:00,BZN|FR,40787.0,41250.0,2024-07-23 00:00:00
4896,23/07/2024 01:00 - 23/07/2024 02:00,BZN|FR,38426.0,38150.0,2024-07-23 01:00:00
4897,23/07/2024 02:00 - 23/07/2024 03:00,BZN|FR,36980.0,37350.0,2024-07-23 02:00:00
4898,23/07/2024 03:00 - 23/07/2024 04:00,BZN|FR,35184.0,35400.0,2024-07-23 03:00:00
4899,23/07/2024 04:00 - 23/07/2024 05:00,BZN|FR,34608.0,34800.0,2024-07-23 04:00:00
4900,23/07/2024 05:00 - 23/07/2024 06:00,BZN|FR,35847.0,36000.0,2024-07-23 05:00:00
4901,23/07/2024 06:00 - 23/07/2024 07:00,BZN|FR,38239.0,38200.0,2024-07-23 06:00:00
4902,23/07/2024 07:00 - 23/07/2024 08:00,BZN|FR,41468.0,41300.0,2024-07-23 07:00:00
4903,23/07/2024 08:00 - 23/07/2024 09:00,BZN|FR,44920.0,45400.0,2024-07-23 08:00:00
4904,23/07/2024 09:00 - 23/07/2024 10:00,BZN|FR,47122.0,47950.0,2024-07-23 09:00:00
4905,23/07/2024 10:00 - 23/07/2024 11:00,BZN|FR,48133.0,48950.0,2024-07-23 10:00:00
4906,23/07/2024 11:00 - 23/07/2024 12:00,BZN|FR,48700.0,49200.0,2024-07-23 11:00:00
4907,23/07/2024 12:00 - 23/07/2024 13:00,BZN|FR,49620.0,49150.0,2024-07-23 12:00:00
4908,23/07/2024 13:00 - 23/07/2024 14:00,BZN|FR,48977.0,49350.0,2024-07-23 13:00:00
4909,23/07/2024 14:00 - 23/07/2024 15:00,BZN|FR,48924.0,48650.0,2024-07-23 14:00:00
4910,23/07/2024 15:00 - 23/07/2024 16:00,BZN|FR,47695.0,47550.0,2024-07-23 15:00:00
4911,23/07/2024 16:00 - 23/07/2024 17:00,BZN|FR,46847.0,46500.0,2024-07-23 16:00:00
4912,23/07/2024 17:00 - 23/07/2024 18:00,BZN|FR,46272.0,45550.0,2024-07-23 17:00:00
4913,23/07/2024 18:00 - 23/07/2024 19:00,BZN|FR,47265.0,45950.0,2024-07-23 18:00:00
4914,23/07/2024 19:00 - 23/07/2024 20:00,BZN|FR,47581.0,47250.0,2024-07-23 19:00:00
4915,23/07/2024 20:00 - 23/07/2024 21:00,BZN|FR,45744.0,45600.0,2024-07-23 20:00:00
4916,23/07/2024 21:00 - 23/07/2024 22:00,BZN|FR,44606.0,43800.0,2024-07-23 21:00:00
4917,23/07/2024 22:00 - 23/07/2024 23:00,BZN|FR,46208.0,44600.0,2024-07-23 22:00:00
4918,23/07/2024 23:00 - 24/07/2024 00:00,BZN|FR,45334.0,46300.0,2024-07-23 23:00:00
4919,24/07/2024 00:00 - 24/07/2024 01:00,BZN|FR,41965.0,42550.0,2024-07-24 00:00:00
4920,24/07/2024 01:00 - 24/07/2024 02:00,BZN|FR,39469.0,40000.0,2024-07-24 01:00:00
4921,24/07/2024 02:00 - 24/07/2024 03:00,BZN|FR,37927.0,38050.0,2024-07-24 02:00:00
4922,24/07/2024 03:00 - 24/07/2024 04:00,BZN|FR,36280.0,35500.0,2024-07-24 03:00:00
4923,24/07/2024 04:00 - 24/07/2024 05:00,BZN|FR,35545.0,35000.0,2024-07-24 04:00:00
4924,24/07/2024 05:00 - 24/07/2024 06:00,BZN|FR,36942.0,35750.0,2024-07-24 05:00:00
4925,24/07/2024 06:00 - 24/07/2024 07:00,BZN|FR,39184.0,37850.0,2024-07-24 06:00:00
4926,24/07/2024 07:00 - 24/07/2024 08:00,BZN|FR,42356.0,40950.0,2024-07-24 07:00:00
4927,24/07/2024 08:00 - 24/07/2024 09:00,BZN|FR,45854.0,44150.0,2024-07-24 08:00:00
4928,24/07/2024 09:00 - 24/07/2024 10:00,BZN|FR,47985.0,46900.0,2024-07-24 09:00:00
4929,24/07/2024 10:00 - 24/07/2024 11:00,BZN|FR,49171.0,48250.0,2024-07-24 10:00:00
4930,24/07/2024 11:00 - 24/07/2024 12:00,BZN|FR,49679.0,49350.0,2024-07-24 11:00:00
4931,24/07/2024 12:00 - 24/07/2024 13:00,BZN|FR,50313.0,50100.0,2024-07-24 12:00:00
4932,24/07/2024 13:00 - 24/07/2024 14:00,BZN|FR,50253.0,50250.0,2024-07-24 13:00:00
4933,24/07/2024 14:00 - 24/07/2024 15:00,BZN|FR,49766.0,49550.0,2024-07-24 14:00:00
4934,24/07/2024 15:00 - 24/07/2024 16:00,BZN|FR,48646.0,48300.0,2024-07-24 15:00:00
4935,24/07/2024 16:00 - 24/07/2024 17:00,BZN|FR,47571.0,46800.0,2024-07-24 16:00:00
4936,24/07/2024 17:00 - 24/07/2024 18:00,BZN|FR,47071.0,46300.0,2024-07-24 17:00:00
4937,24/07/2024 18:00 - 24/07/2024 19:00,BZN|FR,48028.0,46500.0,2024-07-24 18:00:00
4938,24/07/2024 19:00 - 24/07/2024 20:00,BZN|FR,48293.0,47900.0,2024-07-24 19:00:00
4939,24/07/2024 20:00 - 24/07/2024 21:00,BZN|FR,46455.0,46200.0,2024-07-24 20:00:00
4940,24/07/2024 21:00 - 24/07/2024 22:00,BZN|FR,45190.0,44150.0,2024-07-24 21:00:00
4941,24/07/2024 22:00 - 24/07/2024 23:00,BZN|FR,46754.0,44650.0,2024-07-24 22:00:00
4942,24/07/2024 23:00 - 25/07/2024 00:00,BZN|FR,45845.0,46300.0,2024-07-24 23:00:00
4943,25/07/2024 00:00 - 25/07/2024 01:00,BZN|FR,42327.0,43100.0,2024-07-25 00:00:00
4944,25/07/2024 01:00 - 25/07/2024 02:00,BZN|FR,39683.0,40000.0,2024-07-25 01:00:00
4945,25/07/2024 02:00 - 25/07/2024 03:00,BZN|FR,38259.0,38800.0,2024-07-25 02:00:00
4946,25/07/2024 03:00 - 25/07/2024 04:00,BZN|FR,36443.0,36600.0,2024-07-25 03:00:00
4947,25/07/2024 04:00 - 25/07/2024 05:00,BZN|FR,35794.0,35600.0,2024-07-25 04:00:00
4948,25/07/2024 05:00 - 25/07/2024 06:00,BZN|FR,36998.0,36500.0,2024-07-25 05:00:00
4949,25/07/2024 06:00 - 25/07/2024 07:00,BZN|FR,39308.0,38350.0,2024-07-25 06:00:00
4950,25/07/2024 07:00 - 25/07/2024 08:00,BZN|FR,42417.0,41600.0,2024-07-25 07:00:00
4951,25/07/2024 08:00 - 25/07/2024 09:00,BZN|FR,45558.0,44900.0,2024-07-25 08:00:00
4952,25/07/2024 09:00 - 25/07/2024 10:00,BZN|FR,47792.0,47500.0,2024-07-25 09:00:00
4953,25/07/2024 10:00 - 25/07/2024 11:00,BZN|FR,48945.0,48850.0,2024-07-25 10:00:00
4954,25/07/2024 11:00 - 25/07/2024 12:00,BZN|FR,49474.0,49650.0,2024-07-25 11:00:00
4955,25/07/2024 12:00 - 25/07/2024 13:00,BZN|FR,50607.0,50650.0,2024-07-25 12:00:00
4956,25/07/2024 13:00 - 25/07/2024 14:00,BZN|FR,50120.0,50750.0,2024-07-25 13:00:00
4957,25/07/2024 14:00 - 25/07/2024 15:00,BZN|FR,49590.0,50200.0,2024-07-25 14:00:00
4958,25/07/2024 15:00 - 25/07/2024 16:00,BZN|FR,48695.0,49450.0,2024-07-25 15:00:00
4959,25/07/2024 16:00 - 25/07/2024 17:00,BZN|FR,47962.0,48400.0,2024-07-25 16:00:00
4960,25/07/2024 17:00 - 25/07/2024 18:00,BZN|FR,47517.0,47550.0,2024-07-25 17:00:00
4961,25/07/2024 18:00 - 25/07/2024 19:00,BZN|FR,48145.0,48000.0,2024-07-25 18:00:00
4962,25/07/2024 19:00 - 25/07/2024 20:00,BZN|FR,48496.0,48750.0,2024-07-25 19:00:00
4963,25/07/2024 20:00 - 25/07/2024 21:00,BZN|FR,46513.0,46950.0,2024-07-25 20:00:00
4964,25/07/2024 21:00 - 25/07/2024 22:00,BZN|FR,45454.0,45000.0,2024-07-25 21:00:00
4965,25/07/2024 22:00 - 25/07/2024 23:00,BZN|FR,46905.0,45550.0,2024-07-25 22:00:00
4966,25/07/2024 23:00 - 26/07/2024 00:00,BZN|FR,45824.0,47250.0,2024-07-25 23:00:00
4967,26/07/2024 00:00 - 26/07/2024 01:00,BZN|FR,42321.0,43300.0,2024-07-26 00:00:00
4968,26/07/2024 01:00 - 26/07/2024 02:00,BZN|FR,39841.0,40400.0,2024-07-26 01:00:00
4969,26/07/2024 02:00 - 26/07/2024 03:00,BZN|FR,38255.0,39450.0,2024-07-26 02:00:00
4970,26/07/2024 03:00 - 26/07/2024 04:00,BZN|FR,36453.0,36800.0,2024-07-26 03:00:00
4971,26/07/2024 04:00 - 26/07/2024 05:00,BZN|FR,35812.0,35900.0,2024-07-26 04:00:00
4972,26/07/2024 05:00 - 26/07/2024 06:00,BZN|FR,37072.0,36500.0,2024-07-26 05:00:00
4973,26/07/2024 06:00 - 26/07/2024 07:00,BZN|FR,39060.0,38650.0,2024-07-26 06:00:00
4974,26/07/2024 07:00 - 26/07/2024 08:00,BZN|FR,42005.0,41700.0,2024-07-26 07:00:00
4975,26/07/2024 08:00 - 26/07/2024 09:00,BZN|FR,45311.0,44550.0,2024-07-26 08:00:00
4976,26/07/2024 09:00 - 26/07/2024 10:00,BZN|FR,47409.0,47300.0,2024-07-26 09:00:00
4977,26/07/2024 10:00 - 26/07/2024 11:00,BZN|FR,48656.0,48750.0,2024-07-26 10:00:00
4978,26/07/2024 11:00 - 26/07/2024 12:00,BZN|FR,49568.0,48650.0,2024-07-26 11:00:00
4979,26/07/2024 12:00 - 26/07/2024 13:00,BZN|FR,50529.0,49200.0,2024-07-26 12:00:00
4980,26/07/2024 13:00 - 26/07/2024 14:00,BZN|FR,49788.0,48750.0,2024-07-26 13:00:00
4981,26/07/2024 14:00 - 26/07/2024 15:00,BZN|FR,49063.0,46700.0,2024-07-26 14:00:00
4982,26/07/2024 15:00 - 26/07/2024 16:00,BZN|FR,47960.0,45900.0,2024-07-26 15:00:00
4983,26/07/2024 16:00 - 26/07/2024 17:00,BZN|FR,46879.0,44900.0,2024-07-26 16:00:00
4984,26/07/2024 17:00 - 26/07/2024 18:00,BZN|FR,46486.0,44700.0,2024-07-26 17:00:00
4985,26/07/2024 18:00 - 26/07/2024 19:00,BZN|FR,47261.0,45350.0,2024-07-26 18:00:00
4986,26/07/2024 19:00 - 26/07/2024 20:00,BZN|FR,47250.0,45300.0,2024-07-26 19:00:00
4987,26/07/2024 20:00 - 26/07/2024 21:00,BZN|FR,44905.0,44100.0,2024-07-26 20:00:00
4988,26/07/2024 21:00 - 26/07/2024 22:00,BZN|FR,44010.0,44350.0,2024-07-26 21:00:00
4989,26/07/2024 22:00 - 26/07/2024 23:00,BZN|FR,45743.0,44800.0,2024-07-26 22:00:00
4990,26/07/2024 23:00 - 27/07/2024 00:00,BZN|FR,45240.0,45600.0,2024-07-26 23:00:00
4991,27/07/2024 00:00 - 27/07/2024 01:00,BZN|FR,42237.0,42500.0,2024-07-27 00:00:00
4992,27/07/2024 01:00 - 27/07/2024 02:00,BZN|FR,39191.0,39150.0,2024-07-27 01:00:00
4993,27/07/2024 02:00 - 27/07/2024 03:00,BZN|FR,37411.0,37750.0,2024-07-27 02:00:00
4994,27/07/2024 03:00 - 27/07/2024 04:00,BZN|FR,35361.0,35100.0,2024-07-27 03:00:00
4995,27/07/2024 04:00 - 27/07/2024 05:00,BZN|FR,34114.0,33600.0,2024-07-27 04:00:00
4996,27/07/2024 05:00 - 27/07/2024 06:00,BZN|FR,34175.0,33300.0,2024-07-27 05:00:00
4997,27/07/2024 06:00 - 27/07/2024 07:00,BZN|FR,34423.0,33500.0,2024-07-27 06:00:00
4998,27/07/2024 07:00 - 27/07/2024 08:00,BZN|FR,35528.0,34400.0,2024-07-27 07:00:00
4999,27/07/2024 08:00 - 27/07/2024 09:00,BZN|FR,37960.0,36550.0,2024-07-27 08:00:00
5000,27/07/2024 09:00 - 27/07/2024 10:00,BZN|FR,40366.0,39250.0,2024-07-27 09:00:00
5001,27/07/2024 10:00 - 27/07/2024 11:00,BZN|FR,42251.0,41200.0,2024-07-27 10:00:00
5002,27/07/2024 11:00 - 27/07/2024 12:00,BZN|FR,43507.0,42250.0,2024-07-27 11:00:00
5003,27/07/2024 12:00 - 27/07/2024 13:00,BZN|FR,45509.0,43800.0,2024-07-27 12:00:00
5004,27/07/2024 13:00 - 27/07/2024 14:00,BZN|FR,44620.0,44500.0,2024-07-27 13:00:00
5005,27/07/2024 14:00 - 27/07/2024 15:00,BZN|FR,43334.0,42500.0,2024-07-27 14:00:00
5006,27/07/2024 15:00 - 27/07/2024 16:00,BZN|FR,42055.0,41700.0,2024-07-27 15:00:00
5007,27/07/2024 16:00 - 27/07/2024 17:00,BZN|FR,41339.0,40800.0,2024-07-27 16:00:00
5008,27/07/2024 17:00 - 27/07/2024 18:00,BZN|FR,41349.0,40650.0,2024-07-27 17:00:00
5009,27/07/2024 18:00 - 27/07/2024 19:00,BZN|FR,42379.0,41600.0,2024-07-27 18:00:00
5010,27/07/2024 19:00 - 27/07/2024 20:00,BZN|FR,42740.0,42350.0,2024-07-27 19:00:00
5011,27/07/2024 20:00 - 27/07/2024 21:00,BZN|FR,41207.0,41300.0,2024-07-27 20:00:00
5012,27/07/2024 21:00 - 27/07/2024 22:00,BZN|FR,41066.0,40300.0,2024-07-27 21:00:00
5013,27/07/2024 22:00 - 27/07/2024 23:00,BZN|FR,42749.0,41100.0,2024-07-27 22:00:00
5014,27/07/2024 23:00 - 28/07/2024 00:00,BZN|FR,42083.0,42900.0,2024-07-27 23:00:00
5015,28/07/2024 00:00 - 28/07/2024 01:00,BZN|FR,39056.0,39950.0,2024-07-28 00:00:00
5016,28/07/2024 01:00 - 28/07/2024 02:00,BZN|FR,36717.0,37300.0,2024-07-28 01:00:00
5017,28/07/2024 02:00 - 28/07/2024 03:00,BZN|FR,35009.0,35850.0,2024-07-28 02:00:00
5018,28/07/2024 03:00 - 28/07/2024 04:00,BZN|FR,33156.0,33350.0,2024-07-28 03:00:00
5019,28/07/2024 04:00 - 28/07/2024 05:00,BZN|FR,31952.0,31900.0,2024-07-28 04:00:00
5020,28/07/2024 05:00 - 28/07/2024 06:00,BZN|FR,31843.0,31450.0,2024-07-28 05:00:00
5021,28/07/2024 06:00 - 28/07/2024 07:00,BZN|FR,31587.0,31300.0,2024-07-28 06:00:00
5022,28/07/2024 07:00 - 28/07/2024 08:00,BZN|FR,32310.0,31850.0,2024-07-28 07:00:00
5023,28/07/2024 08:00 - 28/07/2024 09:00,BZN|FR,34565.0,33750.0,2024-07-28 08:00:00
5024,28/07/2024 09:00 - 28/07/2024 10:00,BZN|FR,37142.0,36400.0,2024-07-28 09:00:00
5025,28/07/2024 10:00 - 28/07/2024 11:00,BZN|FR,39322.0,38750.0,2024-07-28 10:00:00
5026,28/07/2024 11:00 - 28/07/2024 12:00,BZN|FR,40601.0,40350.0,2024-07-28 11:00:00
5027,28/07/2024 12:00 - 28/07/2024 13:00,BZN|FR,42720.0,42400.0,2024-07-28 12:00:00
5028,28/07/2024 13:00 - 28/07/2024 14:00,BZN|FR,41832.0,42450.0,2024-07-28 13:00:00
5029,28/07/2024 14:00 - 28/07/2024 15:00,BZN|FR,40689.0,40250.0,2024-07-28 14:00:00
5030,28/07/2024 15:00 - 28/07/2024 16:00,BZN|FR,39759.0,39100.0,2024-07-28 15:00:00
5031,28/07/2024 16:00 - 28/07/2024 17:00,BZN|FR,38791.0,38200.0,2024-07-28 16:00:00
5032,28/07/2024 17:00 - 28/07/2024 18:00,BZN|FR,39067.0,38300.0,2024-07-28 17:00:00
5033,28/07/2024 18:00 - 28/07/2024 19:00,BZN|FR,40258.0,39800.0,2024-07-28 18:00:00
5034,28/07/2024 19:00 - 28/07/2024 20:00,BZN|FR,41792.0,41100.0,2024-07-28 19:00:00
5035,28/07/2024 20:00 - 28/07/2024 21:00,BZN|FR,41569.0,41100.0,2024-07-28 20:00:00
5036,28/07/2024 21:00 - 28/07/2024 22:00,BZN|FR,41456.0,40550.0,2024-07-28 21:00:00
5037,28/07/2024 22:00 - 28/07/2024 23:00,BZN|FR,43169.0,41600.0,2024-07-28 22:00:00
5038,28/07/2024 23:00 - 29/07/2024 00:00,BZN|FR,42254.0,43500.0,2024-07-28 23:00:00
5039,29/07/2024 00:00 - 29/07/2024 01:00,BZN|FR,38656.0,40250.0,2024-07-29 00:00:00
5040,29/07/2024 01:00 - 29/07/2024 02:00,BZN|FR,36163.0,37450.0,2024-07-29 01:00:00
5041,29/07/2024 02:00 - 29/07/2024 03:00,BZN|FR,34733.0,36150.0,2024-07-29 02:00:00
5042,29/07/2024 03:00 - 29/07/2024 04:00,BZN|FR,33025.0,34000.0,2024-07-29 03:00:00
5043,29/07/2024 04:00 - 29/07/2024 05:00,BZN|FR,32566.0,33100.0,2024-07-29 04:00:00
5044,29/07/2024 05:00 - 29/07/2024 06:00,BZN|FR,34149.0,34300.0,2024-07-29 05:00:00
5045,29/07/2024 06:00 - 29/07/2024 07:00,BZN|FR,36566.0,36700.0,2024-07-29 06:00:00
5046,29/07/2024 07:00 - 29/07/2024 08:00,BZN|FR,39688.0,39750.0,2024-07-29 07:00:00
5047,29/07/2024 08:00 - 29/07/2024 09:00,BZN|FR,43586.0,43300.0,2024-07-29 08:00:00
5048,29/07/2024 09:00 - 29/07/2024 10:00,BZN|FR,46421.0,46250.0,2024-07-29 09:00:00
5049,29/07/2024 10:00 - 29/07/2024 11:00,BZN|FR,48076.0,48650.0,2024-07-29 10:00:00
5050,29/07/2024 11:00 - 29/07/2024 12:00,BZN|FR,49498.0,49950.0,2024-07-29 11:00:00
5051,29/07/2024 12:00 - 29/07/2024 13:00,BZN|FR,51112.0,51350.0,2024-07-29 12:00:00
5052,29/07/2024 13:00 - 29/07/2024 14:00,BZN|FR,50869.0,52000.0,2024-07-29 13:00:00
5053,29/07/2024 14:00 - 29/07/2024 15:00,BZN|FR,50685.0,51400.0,2024-07-29 14:00:00
5054,29/07/2024 15:00 - 29/07/2024 16:00,BZN|FR,49923.0,50250.0,2024-07-29 15:00:00
5055,29/07/2024 16:00 - 29/07/2024 17:00,BZN|FR,49248.0,49250.0,2024-07-29 16:00:00
5056,29/07/2024 17:00 - 29/07/2024 18:00,BZN|FR,48915.0,48700.0,2024-07-29 17:00:00
5057,29/07/2024 18:00 - 29/07/2024 19:00,BZN|FR,49479.0,49150.0,2024-07-29 18:00:00
5058,29/07/2024 19:00 - 29/07/2024 20:00,BZN|FR,49751.0,49700.0,2024-07-29 19:00:00
5059,29/07/2024 20:00 - 29/07/2024 21:00,BZN|FR,47851.0,47350.0,2024-07-29 20:00:00
5060,29/07/2024 21:00 - 29/07/2024 22:00,BZN|FR,46603.0,45900.0,2024-07-29 21:00:00
5061,29/07/2024 22:00 - 29/07/2024 23:00,BZN|FR,47759.0,46200.0,2024-07-29 22:00:00
5062,29/07/2024 23:00 - 30/07/2024 00:00,BZN|FR,46395.0,47050.0,2024-07-29 23:00:00
5063,30/07/2024 00:00 - 30/07/2024 01:00,BZN|FR,42623.0,42250.0,2024-07-30 00:00:00
5064,30/07/2024 01:00 - 30/07/2024 02:00,BZN|FR,40019.0,39400.0,2024-07-30 01:00:00
5065,30/07/2024 02:00 - 30/07/2024 03:00,BZN|FR,38442.0,38300.0,2024-07-30 02:00:00
5066,30/07/2024 03:00 - 30/07/2024 04:00,BZN|FR,36611.0,36000.0,2024-07-30 03:00:00
5067,30/07/2024 04:00 - 30/07/2024 05:00,BZN|FR,35894.0,35300.0,2024-07-30 04:00:00
5068,30/07/2024 05:00 - 30/07/2024 06:00,BZN|FR,37170.0,36100.0,2024-07-30 05:00:00
5069,30/07/2024 06:00 - 30/07/2024 07:00,BZN|FR,39362.0,38300.0,2024-07-30 06:00:00
